ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genre,Country,Language,IMDb,IMDb_ID,RottenTomatoes_Score,Age_Min,IMDb_Score,Type_raw,Genre_clean,Title_key
5580,Lady Jane,1986,13+,58/100,0,0,1,0,movie,"biographical film, drama film",United Kingdom,English,7.1,tt0091374,58.0,13.0,7.1,0,"Biographical Film, Drama Film",lady jane
5581,Hans Christian Andersen,1952,18+,58/100,0,0,1,0,movie,"musical film, romance film, biographical film",United States,English,10.0,tt0044685,58.0,16.0,10.0,0,"Musical Film, Romance Film, Biographical Film",hans christian andersen
5582,Rendez-Vous,2015,13+,58/100,0,0,1,0,movie,drama film,France,French,6.0,tt0089902,58.0,13.0,6.0,0,Drama Film,rendez-vous
5583,Milk Money,1994,13+,58/100,0,0,1,0,movie,romantic comedy,United States,English,8.0,tt0110516,58.0,13.0,8.0,0,Romantic Comedy,milk money
5584,Madea Goes to Jail,2009,13+,58/100,0,0,1,0,movie,comedy drama,United States,English,4.7,tt1142800,58.0,13.0,4.7,0,Comedy Drama,madea goes to jail
5585,An American Rhapsody,2001,13+,58/100,0,0,1,0,movie,"biographical film, coming-of-age film, drama film","United States, Hungary","English, Hungarian",6.8,tt0221799,58.0,13.0,6.8,0,"Biographical Film, Coming-Of-Age Film, Drama Film",an american rhapsody
5586,Juggernaut,1974,7+,58/100,0,0,1,0,movie,"disaster film, action film",United Kingdom,English,7.0,tt0071706,58.0,7.0,7.0,0,"Disaster Film, Action Film",juggernaut
5587,Suck,2009,18+,58/100,0,0,1,0,movie,"action film, fantasy film, thriller film, girls with guns",United States,English,9.0,tt0978764,58.0,18.0,9.0,0,"Action Film, Fantasy Film, Thriller Film, Girls With Guns",suck
5588,Ulee's Gold,1997,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0120402,58.0,18.0,7.0,0,Drama Film,ulee's gold
5589,Ronal the Barbarian,2011,18+,58/100,0,0,1,0,movie,"fantasy film, comedy film, animated film, adventure film",Denmark,Danish,6.5,tt1629374,58.0,18.0,6.5,0,"Fantasy Film, Comedy Film, Animated Film, Adventure Film",ronal the barbarian
5590,Dark River,2018,18+,58/100,0,0,1,0,movie,drama film,United Kingdom,English,7.0,tt0359133,58.0,18.0,7.0,0,Drama Film,dark river
5591,Something from Nothing: The Art of Rap,2012,18+,58/100,0,0,1,0,movie,documentary film,United States,English,7.1,tt2062996,58.0,18.0,7.1,0,Documentary Film,something from nothing: the art of rap
5592,A Farewell to Arms,1932,7+,58/100,0,0,1,0,movie,"romance film, drama film, war film, film based on a novel",United States,English,6.4,tt0022879,58.0,7.0,6.4,0,"Romance Film, Drama Film, War Film, Film Based On A Novel",a farewell to arms
5593,Michael Jordan: Come Fly with Me,1989,18+,58/100,0,0,1,0,movie,documentary film,United States,English,10.0,tt0282741,58.0,16.0,10.0,0,Documentary Film,michael jordan: come fly with me
5594,Ray Harryhausen: Special Effects Titan,2011,7+,58/100,0,0,1,0,movie,documentary film,"France, United Kingdom",English,9.0,tt1839590,58.0,7.0,9.0,0,Documentary Film,ray harryhausen: special effects titan
5595,Schweigeminute,2016,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,16.0,7.0,0,Drama Film,schweigeminute
5596,Out of the Blue,2002,18+,58/100,0,0,1,0,movie,drama film,Canada,English,7.2,tt0081291,58.0,16.0,7.2,0,Drama Film,out of the blue
5597,Jiang Ziya: The Legend of Deification,2020,7+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,7.0,7.0,0,Drama Film,jiang ziya: the legend of deification
5598,Miss Meadows,2014,18+,58/100,0,0,1,0,movie,thriller film,United States,English,7.0,tt3128900,58.0,16.0,7.0,0,Thriller Film,miss meadows
5599,Wildlike,2015,18+,58/100,0,0,1,0,movie,drama film,United States,English,9.0,tt2204080,58.0,16.0,9.0,0,Drama Film,wildlike
5600,The Falls,2012,18+,58/100,0,0,1,0,movie,drama film,United States,English,6.8,tt2306783,58.0,16.0,6.8,0,Drama Film,the falls
5601,Transit,2012,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,transit
5602,Landline,2017,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,landline
5603,Replicant,2001,18+,58/100,0,0,1,0,movie,"action film, thriller film, science fiction film, buddy cop film",United States,English,5.4,tt0238552,58.0,18.0,5.4,0,"Action Film, Thriller Film, Science Fiction Film, Buddy Cop Film",replicant
5604,Robin Hood,1922,18+,58/100,0,0,1,1,movie,drama film,United States,English,7.0,tt0245844,58.0,16.0,7.0,0,Drama Film,robin hood
5605,The Beautician and the Beast,1997,7+,58/100,0,0,1,0,movie,romantic comedy,United States,English,7.0,tt0118691,58.0,7.0,7.0,0,Romantic Comedy,the beautician and the beast
5606,Mambo Italiano,2003,18+,58/100,0,0,1,0,movie,"drama film, comedy film, LGBT-related film",Canada,"Italian, French, English",7.0,tt0330602,58.0,18.0,7.0,0,"Drama Film, Comedy Film, Lgbt-Related Film",mambo italiano
5607,Choose Me,1984,18+,58/100,0,0,1,0,movie,"romantic comedy, comedy drama, science fiction film","United States, Canada",English,10.0,tt0087054,58.0,18.0,10.0,0,"Romantic Comedy, Comedy Drama, Science Fiction Film",choose me
5608,American Grindhouse,2011,18+,58/100,0,0,1,0,movie,"documentary film, exploitation film",United States,English,9.0,tt1307861,58.0,16.0,9.0,0,"Documentary Film, Exploitation Film",american grindhouse
5609,Moonwalkers,2015,18+,58/100,0,0,1,0,movie,comedy film,"United States, France",English,7.0,tt2718440,58.0,18.0,7.0,0,Comedy Film,moonwalkers
5610,Small Apartments,2012,18+,58/100,0,0,1,0,movie,"comedy film, crime film, drama film",United States,English,7.0,tt1272886,58.0,18.0,7.0,0,"Comedy Film, Crime Film, Drama Film",small apartments
5611,Maharshi,2019,18+,58/100,0,0,1,0,movie,drama film,India,Telugu,7.0,tt8333978,58.0,16.0,7.0,0,Drama Film,maharshi
5612,The Alibi,2006,18+,58/100,0,0,1,0,movie,"romantic comedy, drama film","United States, Netherlands",English,7.0,tt0409681,58.0,18.0,7.0,0,"Romantic Comedy, Drama Film",the alibi
5613,Slackers,2002,18+,58/100,0,0,1,0,movie,romantic comedy,"Canada, United States",English,5.3,tt0240900,58.0,18.0,5.3,0,Romantic Comedy,slackers
5614,Wind,1992,13+,58/100,0,0,1,1,movie,drama film,United States,English,7.0,tt0245844,58.0,13.0,7.0,0,Drama Film,wind
5615,He's Out There,2018,18+,58/100,0,0,1,0,movie,"horror film, thriller film",United States,English,7.0,tt4052050,58.0,18.0,7.0,0,"Horror Film, Thriller Film",he's out there
5616,Ong Bak 3,2010,18+,58/100,0,0,1,0,movie,"action film, martial arts film",Thailand,Thai,4.0,tt1653690,58.0,18.0,4.0,0,"Action Film, Martial Arts Film",ong bak 3
5617,The Adventures of Mark Twain,1985,all,58/100,0,0,1,0,movie,"biographical film, drama film",United States,English,9.0,tt0036582,58.0,16.0,9.0,0,"Biographical Film, Drama Film",the adventures of mark twain
5618,The Invisibles,2017,18+,58/100,0,0,1,0,movie,docudrama,Germany,German,9.0,tt5586052,58.0,16.0,9.0,0,Docudrama,the invisibles
5619,Tuff Turf,1985,18+,58/100,0,0,1,0,movie,"teen film, drama film, action film",United States,English,8.0,tt0090213,58.0,18.0,8.0,0,"Teen Film, Drama Film, Action Film",tuff turf
5620,Army of One,2016,18+,58/100,0,0,1,0,movie,comedy film,United States,English,7.0,tt4382824,58.0,18.0,7.0,0,Comedy Film,army of one
5621,Gotti,2018,18+,58/100,0,0,1,0,movie,"drama film, crime film, biographical film",United States,English,6.0,tt1801552,58.0,18.0,6.0,0,"Drama Film, Crime Film, Biographical Film",gotti
5622,East Side Sushi,2014,7+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt2340650,58.0,7.0,7.0,0,Drama Film,east side sushi
5623,Dance of the Dead,2008,18+,58/100,0,0,1,0,movie,"zombie comedy, teen film, comedy horror, science fiction film",United States,English,7.0,tt0926063,58.0,18.0,7.0,0,"Zombie Comedy, Teen Film, Comedy Horror, Science Fiction Film",dance of the dead
5624,Blood Fest,2018,18+,58/100,0,0,1,0,movie,comedy horror,United States,English,7.0,tt7208564,58.0,16.0,7.0,0,Comedy Horror,blood fest
5625,Mere Brother Ki Dulhan,2011,18+,58/100,0,0,1,0,movie,romantic comedy,India,Hindi,5.9,tt1740710,58.0,16.0,5.9,0,Romantic Comedy,mere brother ki dulhan
5626,The Intervention,2016,18+,58/100,0,0,1,0,movie,"comedy drama, LGBT-related film",United States,American English,6.0,tt4872078,58.0,18.0,6.0,0,"Comedy Drama, Lgbt-Related Film",the intervention
5627,Doug Stanhope: No Refunds,2007,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,doug stanhope: no refunds
5628,Blue Mountain State: The Rise of Thadland,2016,18+,58/100,0,0,1,0,movie,comedy film,United States,English,7.0,tt3748440,58.0,18.0,7.0,0,Comedy Film,blue mountain state: the rise of thadland
5629,Hostile,2018,18+,58/100,0,0,1,0,movie,documentary film,United Kingdom,English,7.9,tt13276440,58.0,18.0,7.9,0,Documentary Film,hostile
5630,Tamara,2005,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,tamara
5631,Never Grow Old,2019,18+,58/100,0,0,1,0,movie,"drama film, action film","Ireland, United States, Luxembourg",English,7.0,tt1158939,58.0,18.0,7.0,0,"Drama Film, Action Film",never grow old
5632,Chhalaang,2020,16+,58/100,0,0,1,0,movie,"black comedy film, social comedy film, comedy film, social problem film",India,Hindi,7.0,tt8983164,58.0,16.0,7.0,0,"Black Comedy Film, Social Comedy Film, Comedy Film, Social Problem Film",chhalaang
5633,Force of Nature,2020,18+,58/100,0,0,1,0,movie,"action film, drama film, disaster film",United States,English,4.0,tt10308928,58.0,18.0,4.0,0,"Action Film, Drama Film, Disaster Film",force of nature
5634,Clan of the White Lotus,1980,13+,58/100,0,0,1,0,movie,kung fu film,Hong Kong,Cantonese,9.0,tt0080905,58.0,13.0,9.0,0,Kung Fu Film,clan of the white lotus
5635,Fort Bliss,2014,18+,58/100,0,0,1,0,movie,drama film,United States,English,10.0,tt2093995,58.0,18.0,10.0,0,Drama Film,fort bliss
5636,Kabhi Kabhie,1976,7+,58/100,0,0,1,0,movie,"romance film, drama film",India,Hindi,7.0,tt0074730,58.0,7.0,7.0,0,"Romance Film, Drama Film",kabhi kabhie
5637,The Grand Tour Presents: A Massive Hunt,2020,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,16.0,7.0,0,Drama Film,the grand tour presents: a massive hunt
5638,Cyberbully,2011,16+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,16.0,7.0,0,Drama Film,cyberbully
5639,Kadhalil Sodhappuvadhu Yeppadi,2012,18+,58/100,0,0,1,0,movie,romantic comedy,India,"Telugu, Tamil",10.0,tt2244943,58.0,16.0,10.0,0,Romantic Comedy,kadhalil sodhappuvadhu yeppadi
5640,The Burrowers,2008,18+,58/100,0,0,1,0,movie,"horror film, science fiction film, monster film",United States,English,7.0,tt0445939,58.0,18.0,7.0,0,"Horror Film, Science Fiction Film, Monster Film",the burrowers
5641,Mujhse Dosti Karoge!,2002,all,58/100,0,0,1,0,movie,"drama film, romance film",India,Hindi,2.0,tt0272736,58.0,16.0,2.0,0,"Drama Film, Romance Film",mujhse dosti karoge!
5642,Survival of the Dead,2010,18+,58/100,0,0,1,0,movie,"horror film, science fiction horror film, zombie film, science fiction film",United States,English,4.8,tt1134854,58.0,18.0,4.8,0,"Horror Film, Science Fiction Horror Film, Zombie Film, Science Fiction Film",survival of the dead
5643,Sharkwater Extinction,2018,18+,58/100,0,0,1,0,movie,documentary film,Canada,English,7.0,tt6026818,58.0,16.0,7.0,0,Documentary Film,sharkwater extinction
5644,Bhoomi,2017,18+,58/100,0,0,1,0,movie,rape and revenge film,India,Hindi,3.0,tt6265988,58.0,16.0,3.0,0,Rape And Revenge Film,bhoomi
5645,Golmaal - Fun Unlimited,2006,7+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,7.0,7.0,0,Drama Film,golmaal - fun unlimited
5646,Kid with the Golden Arm,1979,18+,58/100,0,0,1,0,movie,martial arts film,Hong Kong,Standard Chinese,7.0,tt0079372,58.0,18.0,7.0,0,Martial Arts Film,kid with the golden arm
5647,The Blue Gardenia,1953,18+,58/100,0,0,1,0,movie,"crime film, film noir, drama film",United States,English,6.0,tt0045564,58.0,16.0,6.0,0,"Crime Film, Film Noir, Drama Film",the blue gardenia
5648,Precious Cargo,2016,18+,58/100,0,0,1,0,movie,"crime thriller film, drama film, action film",United States,English,3.0,tt4651410,58.0,18.0,3.0,0,"Crime Thriller Film, Drama Film, Action Film",precious cargo
5649,FairyTale: A True Story,1997,7+,58/100,0,0,1,0,movie,"fantasy film, children's film, drama film","United Kingdom, United States",English,6.5,tt0119095,58.0,7.0,6.5,0,"Fantasy Film, Children'S Film, Drama Film",fairytale: a true story
5650,Submergence,2017,18+,58/100,0,0,1,0,movie,drama film,"United States, Spain, France",English,5.0,tt3563262,58.0,16.0,5.0,0,Drama Film,submergence
5651,Trouble the Water,2008,18+,58/100,0,0,1,0,movie,documentary film,United States,English,10.0,tt1149405,58.0,16.0,10.0,0,Documentary Film,trouble the water
5652,Mashaal,1984,all,58/100,0,0,1,0,movie,"drama film, children's film",India,Hindi,7.2,tt0085912,58.0,16.0,7.2,0,"Drama Film, Children'S Film",mashaal
5653,Apartment 143,2011,18+,58/100,0,0,1,0,movie,"horror film, thriller film",Spain,English,5.0,tt1757742,58.0,18.0,5.0,0,"Horror Film, Thriller Film",apartment 143
5654,Sebastian Maniscalco: Aren't You Embarrassed?,2014,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,sebastian maniscalco: aren't you embarrassed?
5655,The Big Brawl,1980,18+,58/100,0,0,1,0,movie,"martial arts film, action comedy film",United States,English,5.7,tt0080436,58.0,18.0,5.7,0,"Martial Arts Film, Action Comedy Film",the big brawl
5656,Song One,2014,13+,58/100,0,0,1,0,movie,drama film,United States,English,5.0,tt2182972,58.0,13.0,5.0,0,Drama Film,song one
5657,The Adventures of Elmo in Grouchland,1999,all,58/100,0,0,1,0,movie,"musical film, fantasy film, children's film, monster film","United States, Germany",English,5.8,tt0159421,58.0,16.0,5.8,0,"Musical Film, Fantasy Film, Children'S Film, Monster Film",the adventures of elmo in grouchland
5658,"Tad, the Lost Explorer, and the Secret of King Midas",2017,7+,57/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,57.0,7.0,7.0,0,Drama Film,"tad, the lost explorer, and the secret of king midas"
5659,Low Tide,2019,18+,57/100,0,0,1,0,movie,documentary film,"Belgium, Italy",English,3.0,tt2221490,57.0,18.0,3.0,0,Documentary Film,low tide
5660,Gordon Lightfoot: If You Could Read My Mind,2019,18+,57/100,0,0,1,0,movie,documentary film,Canada,English,7.0,tt10237902,57.0,16.0,7.0,0,Documentary Film,gordon lightfoot: if you could read my mind
5661,Jack and Jill,2011,7+,57/100,0,0,1,0,movie,"comedy film, LGBT-related film",United States,English,1.0,tt0810913,57.0,7.0,1.0,0,"Comedy Film, Lgbt-Related Film",jack and jill
5662,A LEGO Brickumentary,2014,all,57/100,0,0,1,0,movie,documentary film,"United States, Denmark",English,6.8,tt3214286,57.0,16.0,6.8,0,Documentary Film,a lego brickumentary
5663,Greenfingers,2001,18+,57/100,0,0,1,0,movie,"drama film, comedy film, prison film","United Kingdom, United States",English,10.0,tt0203540,57.0,18.0,10.0,0,"Drama Film, Comedy Film, Prison Film",greenfingers
5664,The Jazz Singer,1980,7+,57/100,0,0,1,0,movie,"romance film, musical film",United States,English,9.0,tt0080948,57.0,7.0,9.0,0,"Romance Film, Musical Film",the jazz singer
5665,Stop at Nothing: The Lance Armstrong Story,2014,13+,57/100,0,0,1,0,movie,"documentary film, biographical film","Australia, United Kingdom, United States",English,7.0,tt3511812,57.0,13.0,7.0,0,"Documentary Film, Biographical Film",stop at nothing: the lance armstrong story
5666,Theri,2016,18+,57/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,57.0,16.0,7.0,0,Drama Film,theri
5667,Lapland Odyssey,2010,18+,57/100,0,0,1,0,movie,comedy film,Finland,"Finnish, English, Russian",6.8,tt1454505,57.0,16.0,6.8,0,Comedy Film,lapland odyssey
5668,Crimes of the Heart,1986,13+,57/100,0,0,1,0,movie,"comedy film, drama film, film based on literature",United States,English,6.0,tt0090886,57.0,13.0,6.0,0,"Comedy Film, Drama Film, Film Based On Literature",crimes of the heart
5669,Black's Game,2012,18+,57/100,0,0,1,0,movie,thriller film,Iceland,Icelandic,6.0,tt1860181,57.0,18.0,6.0,0,Thriller Film,black's game
5670,Generation Wealth,2018,18+,57/100,0,0,1,0,movie,documentary film,United States,English,9.0,tt5268348,57.0,18.0,9.0,0,Documentary Film,generation wealth
5671,Sidekicks,1992,7+,57/100,0,0,1,0,movie,"teen film, martial arts film, coming-of-age film",United States,English,5.2,tt0105402,57.0,7.0,5.2,0,"Teen Film, Martial Arts Film, Coming-Of-Age Film",sidekicks
5672,Rendezvous in Paris,1995,18+,57/100,0,0,1,0,movie,"romantic comedy, anthology film",France,French,8.0,tt0114266,57.0,16.0,8.0,0,"Romantic Comedy, Anthology Film",rendezvous in paris
5673,M.F.A.,2017,18+,57/100,0,0,1,0,movie,rape and revenge film,United States,English,6.0,tt5091530,57.0,16.0,6.0,0,Rape And Revenge Film,m.f.a.
5674,Five Fingers of Death,1972,18+,57/100,0,0,1,0,movie,"action film, martial arts film, drama film",British Hong Kong,Chinese,8.0,tt0070800,57.0,18.0,8.0,0,"Action Film, Martial Arts Film, Drama Film",five fingers of death
5675,Dhoom 3,2013,18+,57/100,0,0,1,0,movie,"thriller film, action film, black comedy film, heist film",India,Hindi,5.4,tt1833673,57.0,16.0,5.4,0,"Thriller Film, Action Film, Black Comedy Film, Heist Film",dhoom 3
5676,White Lightning,1973,7+,57/100,0,0,1,0,movie,"action film, thriller film, drama film, crime film",United States,English,6.4,tt0070915,57.0,7.0,6.4,0,"Action Film, Thriller Film, Drama Film, Crime Film",white lightning
5677,Gulliver's Travels,1939,all,57/100,0,0,1,1,movie,"fantasy film, comedy film, children's film, science fiction film",United States,English,6.0,tt1320261,57.0,16.0,6.0,0,"Fantasy Film, Comedy Film, Children'S Film, Science Fiction Film",gulliver's travels
5678,The Woman in Green,1945,18+,57/100,0,0,1,0,movie,"crime film, mystery film",United States,English,6.6,tt0038259,57.0,16.0,6.6,0,"Crime Film, Mystery Film",the woman in green
5679,Bravetown,2015,18+,57/100,0,0,1,0,movie,drama film,United States,English,6.1,tt2950052,57.0,18.0,6.1,0,Drama Film,bravetown
5680,Hotel Coolgardie,2016,18+,57/100,0,0,1,0,movie,documentary film,Australia,English,9.0,tt5723774,57.0,18.0,9.0,0,Documentary Film,hotel coolgardie
5681,Mary J. Blige's My Life,2021,18+,57/100,0,0,1,0,movie,drama film,United States,English,5.0,tt11383348,57.0,18.0,5.0,0,Drama Film,mary j. blige's my life
5682,Sometimes Always Never,2019,13+,57/100,0,0,1,0,movie,comedy drama,United Kingdom,English,6.3,tt5068162,57.0,13.0,6.3,0,Comedy Drama,sometimes always never
5683,Valentine Road,2013,16+,57/100,0,0,1,0,movie,"LGBT-related film, documentary film",United States,English,7.0,tt2577990,57.0,16.0,7.0,0,"Lgbt-Related Film, Documentary Film",valentine road
5684,Terror by Night,1946,18+,57/100,0,0,1,0,movie,"crime film, mystery film",United States,English,7.0,tt0039017,57.0,16.0,7.0,0,"Crime Film, Mystery Film",terror by night
5685,In Dubious Battle,2017,18+,57/100,0,0,1,0,movie,"drama film, film based on a novel, romance film",United States,English,6.0,tt4411618,57.0,18.0,6.0,0,"Drama Film, Film Based On A Novel, Romance Film",in dubious battle
5686,Gamera 2: Attack of the Legion,1996,18+,57/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,57.0,16.0,7.0,0,Drama Film,gamera 2: attack of the legion
